PerceptionOfWeight,BMIPCT,WeightPerception
3,58.167767,About the right weight
3,0.228962339,About the right weight
4,97.93389699,Slightly overweight
4,94.1589128,Slightly overweight
4,64.47468905,Slightly overweight
2,5.526833422,Slightly underweight
5,80.60383865,Very overweight
4,98.39388191,Slightly overweight
5,74.41879277,Very overweight
4,95.08595591,Slightly overweight
3,46.48345897,About the right weight
3,28.59861823,About the right weight
4,99.53848485,Slightly overweight
3,91.18588253,About the right weight
3,90.27142777,About the right weight
4,94.1589128,Slightly overweight
4,99.30684128,Slightly overweight
3,35.04876286,About the right weight
3,77.86602504,About the right weight
3,93.70323473,About the right weight
3,62.27885472,About the right weight
4,96.96756116,Slightly overweight
4,93.5776631,Slightly overweight
4,74.69115727,Slightly overweight
5,99.35762909,Very overweight
4,92.47053644,Slightly overweight
4,98.44322633,Slightly overweight
3,97.95151358,About the right weight
4,98.41070272,Slightly overweight
4,93.99215342,Slightly overweight
3,31.63999593,About the right weight
3,88.98949561,About the right weight
3,21.16741012,About the right weight
4,80.85855022,Slightly overweight
3,36.3201391,About the right weight
4,97.31278775,Slightly overweight
2,83.09080929,Slightly underweight
4,56.72430248,Slightly overweight
2,13.9696424,Slightly underweight
4,99.65808366,Slightly overweight
4,87.59163865,Slightly overweight
4,75.0530445,Slightly overweight
3,77.86602504,About the right weight
3,57.95910476,About the right weight
3,25.62543853,About the right weight
4,97.60393024,Slightly overweight
3,89.3692002,About the right weight
3,72.36220244,About the right weight
4,84.35424182,Slightly overweight
3,66.84791246,About the right weight
3,73.23537154,About the right weight
4,89.72936724,Slightly overweight
4,84.57523065,Slightly overweight
3,25.70763057,About the right weight
3,39.30780725,About the right weight
3,83.60669867,About the right weight
3,54.40385458,About the right weight
4,87.80684545,Slightly overweight
4,84.16819767,Slightly overweight
4,66.84791246,Slightly overweight
3,68.13816439,About the right weight
3,81.49581012,About the right weight
3,2.702715023,About the right weight
3,33.10249599,About the right weight
3,72.59307595,About the right weight
3,78.31570259,About the right weight
3,64.86991546,About the right weight
3,25.37454537,About the right weight
2,18.33302569,Slightly underweight
5,96.71574944,Very overweight
3,53.65661966,About the right weight
3,86.28807602,About the right weight
2,25.72210511,Slightly underweight
3,65.88575167,About the right weight
3,88.94135048,About the right weight
2,19.05524328,Slightly underweight
4,82.69630628,Slightly overweight
4,78.71212761,Slightly overweight
4,97.0639858,Slightly overweight
4,97.36035322,Slightly overweight
3,89.17900904,About the right weight
4,93.8762319,Slightly overweight
3,66.99718709,About the right weight
4,57.63778505,Slightly overweight
3,45.29045811,About the right weight
3,58.8744133,About the right weight
4,92.80794118,Slightly overweight
3,96.52233084,About the right weight
3,86.05632028,About the right weight
3,91.91194746,About the right weight
3,68.25363425,About the right weight
4,43.08896674,Slightly overweight
3,58.63151452,About the right weight
3,93.61122094,About the right weight
3,41.01256196,About the right weight
3,77.84050233,About the right weight
3,20.54967205,About the right weight
4,61.78523973,Slightly overweight
4,85.71224216,Slightly overweight
3,27.97089061,About the right weight
3,56.12875598,About the right weight
3,70.79270495,About the right weight
4,92.08608045,Slightly overweight
3,88.94135048,About the right weight
3,88.50854926,About the right weight
4,96.86687518,Slightly overweight
3,66.95017509,About the right weight
3,74.94487901,About the right weight
3,72.13833601,About the right weight
3,64.26150224,About the right weight
3,43.08896674,About the right weight
4,66.95017509,Slightly overweight
4,98.20741258,Slightly overweight
3,40.01619315,About the right weight
3,79.64164185,About the right weight
4,96.30631061,Slightly overweight
4,94.51177834,Slightly overweight
4,95.38126273,Slightly overweight
3,44.31252997,About the right weight
2,50.27447135,Slightly underweight
3,93.71983177,About the right weight
3,87.77485669,About the right weight
3,55.35057859,About the right weight
3,58.90596184,About the right weight
3,8.31144901,About the right weight
3,28.36503577,About the right weight
3,72.81720747,About the right weight
3,80.83682069,About the right weight
4,82.25306188,Slightly overweight
3,46.75078327,About the right weight
3,43.36390952,About the right weight
3,76.22882474,About the right weight
3,82.9590179,About the right weight
4,93.77870978,Slightly overweight
3,25.87739237,About the right weight
3,14.13953985,About the right weight
3,76.3857129,About the right weight
2,62.64948057,Slightly underweight
3,79.93438595,About the right weight
3,99.04348497,About the right weight
3,91.89342822,About the right weight
2,50.87045271,Slightly underweight
4,96.59814222,Slightly overweight
4,79.65116681,Slightly overweight
4,70.90474907,Slightly overweight
4,97.9495474,Slightly overweight
4,61.98778257,Slightly overweight
3,62.03042194,About the right weight
4,94.65708955,Slightly overweight
1,1.880128952,Very underweight
3,94.71903906,About the right weight
3,66.95017509,About the right weight
3,75.23984427,About the right weight
3,90.27142777,About the right weight
3,54.76825471,About the right weight
3,76.30122422,About the right weight
3,89.23253452,About the right weight
5,99.56880333,Very overweight
2,50.9578953,Slightly underweight
4,97.9696822,Slightly overweight
3,40.5504485,About the right weight
4,64.26150224,Slightly overweight
3,75.27125781,About the right weight
2,42.35560365,Slightly underweight
4,92.80961955,Slightly overweight
5,98.26889208,Very overweight
3,88.43534523,About the right weight
3,60.9709885,About the right weight
3,78.63912229,About the right weight
3,32.35454194,About the right weight
3,94.30345823,About the right weight
3,42.63682854,About the right weight
3,38.76504839,About the right weight
3,42.53225571,About the right weight
3,91.66538347,About the right weight
4,96.23617059,Slightly overweight
5,96.59366997,Very overweight
4,91.34279969,Slightly overweight
5,32.49797332,Very overweight
3,83.84809589,About the right weight
4,89.59808958,Slightly overweight
3,75.56967464,About the right weight
3,82.1545869,About the right weight
3,71.24184164,About the right weight
4,96.9011252,Slightly overweight
3,20.10002435,About the right weight
3,56.78007284,About the right weight
3,35.07000003,About the right weight
4,83.95952719,Slightly overweight
3,71.40661886,About the right weight
4,99.07953216,Slightly overweight
3,57.42808938,About the right weight
2,56.10159588,Slightly underweight
4,85.86746891,Slightly overweight
3,75.39423481,About the right weight
3,70.24766118,About the right weight
4,94.23905608,Slightly overweight
4,93.57527412,Slightly overweight
4,69.13113635,Slightly overweight
2,71.62164751,Slightly underweight
4,95.15545676,Slightly overweight
3,58.96570164,About the right weight
3,88.65871597,About the right weight
3,23.64375283,About the right weight
3,61.17255793,About the right weight
2,76.08348266,Slightly underweight
4,76.10324407,Slightly overweight
3,97.64370481,About the right weight
4,96.78605651,Slightly overweight
3,65.03168045,About the right weight
4,74.41919519,Slightly overweight
4,92.94610432,Slightly overweight
2,27.25450767,Slightly underweight
5,99.89300393,Very overweight
4,92.18672887,Slightly overweight
4,89.5116963,Slightly overweight
4,89.23519997,Slightly overweight
4,91.20270534,Slightly overweight
3,82.19258456,About the right weight
3,59.20569812,About the right weight
3,95.56634428,About the right weight
4,80.83682069,Slightly overweight
4,95.42186206,Slightly overweight
5,71.6376304,Very overweight
4,97.9086358,Slightly overweight
3,78.07407908,About the right weight
3,74.42424318,About the right weight
4,97.91594395,Slightly overweight
3,83.4914366,About the right weight
3,16.07384529,About the right weight
4,94.11943839,Slightly overweight
4,65.84221705,Slightly overweight
4,82.21719131,Slightly overweight
5,95.56878315,Very overweight
3,53.20245682,About the right weight
4,90.83906742,Slightly overweight
3,28.62242966,About the right weight
4,95.77015302,Slightly overweight
3,72.22436715,About the right weight
3,5.386067358,About the right weight
3,71.24031837,About the right weight
4,92.54301116,Slightly overweight
2,61.73415715,Slightly underweight
4,98.054357,Slightly overweight
3,82.31303268,About the right weight
4,94.46094876,Slightly overweight
4,95.34311212,Slightly overweight
3,88.86798665,About the right weight
3,62.71201935,About the right weight
2,40.74620124,Slightly underweight
4,97.26543733,Slightly overweight
5,82.96083327,Very overweight
3,81.62895753,About the right weight
3,81.16568453,About the right weight
4,86.99550206,Slightly overweight
3,64.50937136,About the right weight
2,20.30640586,Slightly underweight
4,73.99784099,Slightly overweight
3,83.59949632,About the right weight
3,30.82641153,About the right weight
3,69.17629728,About the right weight
3,81.53114812,About the right weight
3,58.09322257,About the right weight
3,78.13156862,About the right weight
2,25.42919289,Slightly underweight
3,47.57670396,About the right weight
3,76.48331705,About the right weight
4,96.94902892,Slightly overweight
3,91.21895864,About the right weight
3,46.07997675,About the right weight
4,93.87619898,Slightly overweight
3,33.58796716,About the right weight
3,65.88575167,About the right weight
3,45.84835334,About the right weight
2,79.26538475,Slightly underweight
3,74.34578782,About the right weight
3,42.1484795,About the right weight
3,43.67278106,About the right weight
3,25.47680879,About the right weight
3,56.12875598,About the right weight
3,80.59668985,About the right weight
3,61.62522673,About the right weight
3,94.34347293,About the right weight
3,17.21244391,About the right weight
4,96.10197605,Slightly overweight
3,84.90617063,About the right weight
3,64.31389023,About the right weight
